seconds,estimated_hz,voiced_probability,retained
3.568000000000000060e+00,nan,1.019107549696831108e-02,0.000000000000000000e+00
3.584000000000000075e+00,nan,1.025905055977886261e-02,0.000000000000000000e+00
3.600000000000000089e+00,nan,1.046753361706990494e-02,0.000000000000000000e+00
3.616000000000000103e+00,nan,1.046753361706990494e-02,0.000000000000000000e+00
3.632000000000000117e+00,nan,1.082446372823416859e-02,0.000000000000000000e+00
3.648000000000000131e+00,nan,1.398021038018592774e-02,0.000000000000000000e+00
3.664000000000000146e+00,nan,1.142233425070907256e-02,0.000000000000000000e+00
3.680000000000000160e+00,nan,1.007375176428288409e-02,0.000000000000000000e+00
3.696000000000000174e+00,nan,1.007375176428288235e-02,0.000000000000000000e+00
3.712000000000000188e+00,nan,1.019107549696831108e-02,0.000000000000000000e+00
3.728000000000000203e+00,nan,1.000187304601255107e-02,0.000000000000000000e+00
3.744000000000000217e+00,nan,1.000281582581109829e-02,0.000000000000000000e+00
3.759999999999999787e+00,nan,1.000020633903134053e-02,0.000000000000000000e+00
3.775999999999999801e+00,nan,1.000000081401490430e-02,0.000000000000000000e+00
3.791999999999999815e+00,nan,1.000000000950596740e-02,0.000000000000000000e+00
3.807999999999999829e+00,1.212942888997849593e+02,1.000000020889274359e-02,0.000000000000000000e+00
3.823999999999999844e+00,1.219969395672486030e+02,1.000000521622944859e-02,0.000000000000000000e+00
3.839999999999999858e+00,1.234144757235675058e+02,1.000020633903134053e-02,0.000000000000000000e+00
3.855999999999999872e+00,1.227036606486201435e+02,1.001306884623897470e-02,0.000000000000000000e+00
3.871999999999999886e+00,1.227036606486201435e+02,1.010197459374499208e-02,0.000000000000000000e+00
3.887999999999999901e+00,1.241294085083541603e+02,1.046753361706990668e-02,0.000000000000000000e+00
3.903999999999999915e+00,1.292512550962811702e+02,1.508558729750433813e-02,0.000000000000000000e+00
3.919999999999999929e+00,1.300000000000000000e+02,5.607139544589263142e-02,0.000000000000000000e+00
3.935999999999999943e+00,1.307530823388209456e+02,6.608151270920702147e-02,0.000000000000000000e+00
3.951999999999999957e+00,1.292512550962811702e+02,4.768699308253103453e-02,0.000000000000000000e+00
3.967999999999999972e+00,1.285068226458764968e+02,2.616802860893575541e-02,0.000000000000000000e+00
3.983999999999999986e+00,1.270307958964519628e+02,1.034905513337584446e-02,0.000000000000000000e+00
4.000000000000000000e+00,1.262991523499687645e+02,1.310026255051339496e-02,0.000000000000000000e+00
4.016000000000000014e+00,1.277666778108826406e+02,2.616802860893575194e-02,0.000000000000000000e+00
